Geographic code;Geographic name;Geographic Type;Geographic Name, province or territory;Geographic Code, province or territory;Geographic code, census division;Geographic code, census metropolitan area or census agglomeration;Global non-response rate;Data quality flag;Age;Sex;Total population;Period of immigration - Non-immigrants (2016 counts);Period of immigration - Immigrants (2016 counts);Period of immigration - Before 2001 (2016 counts);Period of immigration - 2001 to 2005 (2016 counts);Period of immigration - 2006 to 2010 (2016 counts);Period of immigration - 2011 to 2016 (2016 counts);Period of immigration - Non-permanent residents (2016 counts);Total population (% distribution 2016);Period of immigration - Non-immigrants (% distribution 2016);Period of immigration - Immigrants (% distribution 2016);Period of immigration - Before 2001 (% distribution 2016);Period of immigration - 2001 to 2005 (% distribution 2016);Period of immigration - 2006 to 2010 (% distribution 2016);Period of immigration - 2011 to 2016 (% distribution 2016);Period of immigration - Non-permanent residents (% distribution 2016)
1305045;Rothesay;Town;New Brunswick;13;5;310;1.5;0;35 to 44;Female;745;685;50;10;10;15;20;10;100;91.9;6.7;1.3;1.3;2;2.7;1.3
1305045;Rothesay;Town;New Brunswick;13;5;310;1.5;0;75 years and over;Male;350;295;55;55;0;0;0;0;100;84.3;15.7;15.7;0;0;0;0
1305057;Quispamsis;Town;New Brunswick;13;5;310;2.9;0;75 years and over;Male;360;300;60;60;0;0;0;0;100;83.3;16.7;16.7;0;0;0;0
1305057;Quispamsis;Town;New Brunswick;13;5;310;2.9;0;75 years and over;Female;370;320;50;50;0;0;0;0;100;86.5;13.5;13.5;0;0;0;0
1305057;Quispamsis;Town;New Brunswick;13;5;310;2.9;0;0 to 14;Male;1800;1760;35;0;0;10;15;10;100;97.8;1.9;0;0;0.6;0.8;0.6
1305057;Quispamsis;Town;New Brunswick;13;5;310;2.9;0;0 to 14;Female;1800;1750;50;0;0;10;35;0;100;97.2;2.8;0;0;0.6;1.9;0
1305057;Quispamsis;Town;New Brunswick;13;5;310;2.9;0;65 to 74;Male;815;705;110;105;0;0;10;0;100;86.5;13.5;12.9;0;0;1.2;0
1305057;Quispamsis;Town;New Brunswick;13;5;310;2.9;0;45 to 54;Male;1355;1255;100;45;0;25;25;0;100;92.6;7.4;3.3;0;1.8;1.8;0
1305057;Quispamsis;Town;New Brunswick;13;5;310;2.9;0;25 to 34;Male;845;805;45;10;0;10;30;0;100;95.3;5.3;1.2;0;1.2;3.6;0
1305057;Quispamsis;Town;New Brunswick;13;5;310;2.9;0;15 to 24;Male;1115;1080;35;10;0;25;0;0;100;96.9;3.1;0.9;0;2.2;0;0
1305057;Quispamsis;Town;New Brunswick;13;5;310;2.9;0;35 to 44;Male;1235;1170;60;15;10;25;10;0;100;94.7;4.9;1.2;0.8;2;0.8;0
1305057;Quispamsis;Town;New Brunswick;13;5;310;2.9;0;55 to 64;Male;1250;1195;60;50;0;10;0;0;100;95.6;4.8;4;0;0.8;0;0
1305057;Quispamsis;Town;New Brunswick;13;5;310;2.9;0;15 to 24;Female;1130;1085;50;10;0;25;10;0;100;96;4.4;0.9;0;2.2;0.9;0
1305057;Quispamsis;Town;New Brunswick;13;5;310;2.9;0;25 to 34;Female;875;835;40;0;0;10;25;0;100;95.4;4.6;0;0;1.1;2.9;0
1305057;Quispamsis;Town;New Brunswick;13;5;310;2.9;0;65 to 74;Female;905;835;70;65;0;0;0;0;100;92.3;7.7;7.2;0;0;0;0
1305057;Quispamsis;Town;New Brunswick;13;5;310;2.9;0;35 to 44;Female;1435;1330;105;15;20;50;20;0;100;92.7;7.3;1;1.4;3.5;1.4;0
1305057;Quispamsis;Town;New Brunswick;13;5;310;2.9;0;45 to 54;Female;1440;1335;100;55;0;35;0;0;100;92.7;6.9;3.8;0;2.4;0;0
1305057;Quispamsis;Town;New Brunswick;13;5;310;2.9;0;55 to 64;Female;1235;1170;65;45;0;0;10;0;100;94.7;5.3;3.6;0;0;0.8;0
1306020;Riverview;Town;New Brunswick;13;6;305;3.2;0;75 years and over;Male;595;565;30;30;0;0;0;0;100;95;5;5;0;0;0;0
1306020;Riverview;Town;New Brunswick;13;6;305;3.2;0;75 years and over;Female;860;815;50;45;0;0;0;0;100;94.8;5.8;5.2;0;0;0;0
1306020;Riverview;Town;New Brunswick;13;6;305;3.2;0;0 to 14;Male;1615;1570;40;0;0;15;25;10;100;97.2;2.5;0;0;0.9;1.5;0.6
1306020;Riverview;Town;New Brunswick;13;6;305;3.2;0;45 to 54;Male;1345;1265;75;50;0;10;10;10;100;94.1;5.6;3.7;0;0.7;0.7;0.7
1306020;Riverview;Town;New Brunswick;13;6;305;3.2;0;35 to 44;Male;1375;1310;65;20;0;20;20;0;100;95.3;4.7;1.5;0;1.5;1.5;0
1306020;Riverview;Town;New Brunswick;13;6;305;3.2;0;15 to 24;Male;1165;1125;40;0;0;15;15;0;100;96.6;3.4;0;0;1.3;1.3;0
1306020;Riverview;Town;New Brunswick;13;6;305;3.2;0;55 to 64;Male;1190;1160;30;25;0;0;0;0;100;97.5;2.5;2.1;0;0;0;0
1306020;Riverview;Town;New Brunswick;13;6;305;3.2;0;25 to 34;Male;1010;965;35;0;10;15;15;10;100;95.5;3.5;0;1;1.5;1.5;1
1306020;Riverview;Town;New Brunswick;13;6;305;3.2;0;0 to 14;Female;1530;1475;55;0;10;10;30;0;100;96.4;3.6;0;0.7;0.7;2;0
1306020;Riverview;Town;New Brunswick;13;6;305;3.2;0;65 to 74;Male;1020;955;70;65;10;0;0;0;100;93.6;6.9;6.4;1;0;0;0
1306020;Riverview;Town;New Brunswick;13;6;305;3.2;0;25 to 34;Female;1055;1010;30;0;0;0;20;15;100;95.7;2.8;0;0;0;1.9;1.4
1306020;Riverview;Town;New Brunswick;13;6;305;3.2;0;45 to 54;Female;1585;1435;135;95;25;20;0;15;100;90.5;8.5;6;1.6;1.3;0;0.9
1306020;Riverview;Town;New Brunswick;13;6;305;3.2;0;55 to 64;Female;1365;1300;70;55;0;0;0;0;100;95.2;5.1;4;0;0;0;0
1306020;Riverview;Town;New Brunswick;13;6;305;3.2;0;35 to 44;Female;1385;1310;65;25;0;15;25;0;100;94.6;4.7;1.8;0;1.1;1.8;0
1306020;Riverview;Town;New Brunswick;13;6;305;3.2;0;15 to 24;Female;1170;1150;15;0;10;0;10;10;100;98.3;1.3;0;0.9;0;0.9;0.9
1306020;Riverview;Town;New Brunswick;13;6;305;3.2;0;65 to 74;Female;1235;1175;55;60;0;0;0;0;100;95.1;4.5;4.9;0;0;0;0
1307005;Beaubassin East;Rural community;New Brunswick;13;7;;5.6;0;0 to 14;Male;430;420;10;0;0;0;10;0;100;97.7;2.3;0;0;0;2.3;0
1307005;Beaubassin East;Rural community;New Brunswick;13;7;;5.6;0;15 to 24;Male;260;250;0;0;0;0;0;0;100;96.2;0;0;0;0;0;0
1307005;Beaubassin East;Rural community;New Brunswick;13;7;;5.6;0;25 to 34;Male;335;320;0;0;0;0;0;20;100;95.5;0;0;0;0;0;6
1307005;Beaubassin East;Rural community;New Brunswick;13;7;;5.6;0;55 to 64;Male;665;655;15;10;0;0;0;0;100;98.5;2.3;1.5;0;0;0;0
1307005;Beaubassin East;Rural community;New Brunswick;13;7;;5.6;0;0 to 14;Female;410;400;0;0;0;0;10;0;100;97.6;0;0;0;0;2.4;0
1307005;Beaubassin East;Rural community;New Brunswick;13;7;;5.6;0;35 to 44;Male;435;385;35;20;0;10;10;15;100;88.5;8;4.6;0;2.3;2.3;3.4
1307005;Beaubassin East;Rural community;New Brunswick;13;7;;5.6;0;45 to 54;Male;440;425;10;10;0;0;0;10;100;96.6;2.3;2.3;0;0;0;2.3
1307005;Beaubassin East;Rural community;New Brunswick;13;7;;5.6;0;65 to 74;Male;455;450;0;0;0;0;0;0;100;98.9;0;0;0;0;0;0
1307005;Beaubassin East;Rural community;New Brunswick;13;7;;5.6;0;15 to 24;Female;280;275;0;0;0;0;0;0;100;98.2;0;0;0;0;0;0
1307005;Beaubassin East;Rural community;New Brunswick;13;7;;5.6;0;25 to 34;Female;300;290;10;0;0;0;10;0;100;96.7;3.3;0;0;0;3.3;0
1307005;Beaubassin East;Rural community;New Brunswick;13;7;;5.6;0;65 to 74;Female;365;370;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1307005;Beaubassin East;Rural community;New Brunswick;13;7;;5.6;0;55 to 64;Female;625;615;15;15;0;0;0;0;100;98.4;2.4;2.4;0;0;0;0
1307005;Beaubassin East;Rural community;New Brunswick;13;7;;5.6;0;35 to 44;Female;390;345;30;20;0;10;10;20;100;88.5;7.7;5.1;0;2.6;2.6;5.1
1307005;Beaubassin East;Rural community;New Brunswick;13;7;;5.6;0;45 to 54;Female;495;460;20;20;0;10;0;0;100;92.9;4;4;0;2;0;0
1307005;Beaubassin East;Rural community;New Brunswick;13;7;;5.6;0;75 years and over;Male;220;220;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1307005;Beaubassin East;Rural community;New Brunswick;13;7;;5.6;0;75 years and over;Female;260;260;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1307009;Sackville;Town;New Brunswick;13;7;;4.6;0;0 to 14;Male;360;350;10;0;0;0;10;0;100;97.2;2.8;0;0;0;2.8;0
1307009;Sackville;Town;New Brunswick;13;7;;4.6;0;65 to 74;Male;275;260;15;15;0;0;0;0;100;94.5;5.5;5.5;0;0;0;0
1307009;Sackville;Town;New Brunswick;13;7;;4.6;0;15 to 24;Male;305;295;10;0;0;0;0;0;100;96.7;3.3;0;0;0;0;0
1307009;Sackville;Town;New Brunswick;13;7;;4.6;0;45 to 54;Male;360;330;30;20;0;0;10;0;100;91.7;8.3;5.6;0;0;2.8;0
1307009;Sackville;Town;New Brunswick;13;7;;4.6;0;55 to 64;Male;370;355;20;20;0;0;0;0;100;95.9;5.4;5.4;0;0;0;0
1307009;Sackville;Town;New Brunswick;13;7;;4.6;0;0 to 14;Female;400;405;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1307009;Sackville;Town;New Brunswick;13;7;;4.6;0;25 to 34;Male;220;210;15;0;0;0;15;0;100;95.5;6.8;0;0;0;6.8;0
1307009;Sackville;Town;New Brunswick;13;7;;4.6;0;35 to 44;Male;240;225;10;10;0;0;0;0;100;93.8;4.2;4.2;0;0;0;0
1307009;Sackville;Town;New Brunswick;13;7;;4.6;0;25 to 34;Female;260;230;25;0;0;0;10;10;100;88.5;9.6;0;0;0;3.8;3.8
1307009;Sackville;Town;New Brunswick;13;7;;4.6;0;65 to 74;Female;270;230;35;30;0;10;0;0;100;85.2;13;11.1;0;3.7;0;0
1307009;Sackville;Town;New Brunswick;13;7;;4.6;0;15 to 24;Female;305;305;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1307009;Sackville;Town;New Brunswick;13;7;;4.6;0;45 to 54;Female;355;330;25;20;10;0;0;0;100;93;7;5.6;2.8;0;0;0
1307009;Sackville;Town;New Brunswick;13;7;;4.6;0;35 to 44;Female;365;360;0;0;10;0;0;0;100;98.6;0;0;2.7;0;0;0
1307009;Sackville;Town;New Brunswick;13;7;;4.6;0;55 to 64;Female;475;450;25;20;0;0;0;0;100;94.7;5.3;4.2;0;0;0;0
1307009;Sackville;Town;New Brunswick;13;7;;4.6;0;75 years and over;Male;290;250;40;35;0;10;0;0;100;86.2;13.8;12.1;0;3.4;0;0
1307009;Sackville;Town;New Brunswick;13;7;;4.6;0;75 years and over;Female;270;235;35;35;0;0;0;0;100;87;13;13;0;0;0;0
1307019;Moncton;Parish;New Brunswick;13;7;305;6;0;0 to 14;Male;810;810;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1307019;Moncton;Parish;New Brunswick;13;7;305;6;0;25 to 34;Male;520;510;0;0;0;10;0;0;100;98.1;0;0;0;1.9;0;0
1307019;Moncton;Parish;New Brunswick;13;7;305;6;0;55 to 64;Male;835;820;15;15;0;0;0;0;100;98.2;1.8;1.8;0;0;0;0
1307019;Moncton;Parish;New Brunswick;13;7;305;6;0;65 to 74;Male;600;575;25;25;0;0;0;0;100;95.8;4.2;4.2;0;0;0;0
1307019;Moncton;Parish;New Brunswick;13;7;305;6;0;45 to 54;Male;860;805;55;40;0;10;0;0;100;93.6;6.4;4.7;0;1.2;0;0
1307019;Moncton;Parish;New Brunswick;13;7;305;6;0;35 to 44;Male;710;695;15;10;0;0;0;0;100;97.9;2.1;1.4;0;0;0;0
1307019;Moncton;Parish;New Brunswick;13;7;305;6;0;0 to 14;Female;725;715;10;0;0;0;10;0;100;98.6;1.4;0;0;0;1.4;0
1307019;Moncton;Parish;New Brunswick;13;7;305;6;0;15 to 24;Male;490;485;10;0;10;0;0;0;100;99;2;0;2;0;0;0
1307019;Moncton;Parish;New Brunswick;13;7;305;6;0;65 to 74;Female;525;515;15;10;0;0;0;0;100;98.1;2.9;1.9;0;0;0;0
1307019;Moncton;Parish;New Brunswick;13;7;305;6;0;45 to 54;Female;795;730;60;50;0;10;0;0;100;91.8;7.5;6.3;0;1.3;0;0
1307019;Moncton;Parish;New Brunswick;13;7;305;6;0;25 to 34;Female;575;565;15;0;10;0;0;0;100;98.3;2.6;0;1.7;0;0;0
1307019;Moncton;Parish;New Brunswick;13;7;305;6;0;55 to 64;Female;835;800;30;25;0;0;0;0;100;95.8;3.6;3;0;0;0;0
1307019;Moncton;Parish;New Brunswick;13;7;305;6;0;15 to 24;Female;405;385;20;0;15;0;0;0;100;95.1;4.9;0;3.7;0;0;0
1307019;Moncton;Parish;New Brunswick;13;7;305;6;0;35 to 44;Female;735;715;10;0;0;0;0;0;100;97.3;1.4;0;0;0;0;0
1307019;Moncton;Parish;New Brunswick;13;7;305;6;0;75 years and over;Male;135;130;10;0;0;0;0;0;100;96.3;7.4;0;0;0;0;0
1307019;Moncton;Parish;New Brunswick;13;7;305;6;0;75 years and over;Female;195;185;10;10;0;0;0;0;100;94.9;5.1;5.1;0;0;0;0
1307022;Moncton;City;New Brunswick;13;7;305;5.4;0;0 to 14;Male;5495;5065;395;0;15;50;335;35;100;92.2;7.2;0;0.3;0.9;6.1;0.6
1307022;Moncton;City;New Brunswick;13;7;305;5.4;0;65 to 74;Male;3335;3135;200;175;10;10;0;0;100;94;6;5.2;0.3;0.3;0;0
1307022;Moncton;City;New Brunswick;13;7;305;5.4;0;45 to 54;Male;4625;4115;495;225;50;60;165;20;100;89;10.7;4.9;1.1;1.3;3.6;0.4
1307022;Moncton;City;New Brunswick;13;7;305;5.4;0;25 to 34;Male;4960;4480;290;35;20;75;160;190;100;90.3;5.8;0.7;0.4;1.5;3.2;3.8
1307022;Moncton;City;New Brunswick;13;7;305;5.4;0;35 to 44;Male;4705;4110;525;100;40;130;255;70;100;87.4;11.2;2.1;0.9;2.8;5.4;1.5
1307022;Moncton;City;New Brunswick;13;7;305;5.4;0;15 to 24;Male;4215;3715;285;20;40;55;175;210;100;88.1;6.8;0.5;0.9;1.3;4.2;5
1307022;Moncton;City;New Brunswick;13;7;305;5.4;0;0 to 14;Female;5290;4835;415;0;40;70;305;40;100;91.4;7.8;0;0.8;1.3;5.8;0.8
1307022;Moncton;City;New Brunswick;13;7;305;5.4;0;55 to 64;Male;4550;4300;240;175;15;25;25;10;100;94.5;5.3;3.8;0.3;0.5;0.5;0.2
1307022;Moncton;City;New Brunswick;13;7;305;5.4;0;65 to 74;Female;3605;3400;205;200;0;0;0;10;100;94.3;5.7;5.5;0;0;0;0.3
1307022;Moncton;City;New Brunswick;13;7;305;5.4;0;15 to 24;Female;4390;3980;255;15;35;70;135;155;100;90.7;5.8;0.3;0.8;1.6;3.1;3.5
1307022;Moncton;City;New Brunswick;13;7;305;5.4;0;55 to 64;Female;4905;4665;230;170;10;25;15;0;100;95.1;4.7;3.5;0.2;0.5;0.3;0
1307022;Moncton;City;New Brunswick;13;7;305;5.4;0;25 to 34;Female;5205;4685;395;30;45;120;200;125;100;90;7.6;0.6;0.9;2.3;3.8;2.4
1307022;Moncton;City;New Brunswick;13;7;305;5.4;0;35 to 44;Female;4990;4415;525;80;85;115;250;50;100;88.5;10.5;1.6;1.7;2.3;5;1
1307022;Moncton;City;New Brunswick;13;7;305;5.4;0;45 to 54;Female;5100;4615;470;230;45;55;140;15;100;90.5;9.2;4.5;0.9;1.1;2.7;0.3
1307022;Moncton;City;New Brunswick;13;7;305;5.4;0;75 years and over;Male;1950;1820;130;130;0;0;0;0;100;93.3;6.7;6.7;0;0;0;0
1307022;Moncton;City;New Brunswick;13;7;305;5.4;0;75 years and over;Female;2795;2665;125;125;0;0;0;0;100;95.3;4.5;4.5;0;0;0;0
1307045;Dieppe;City;New Brunswick;13;7;305;3.5;0;0 to 14;Male;2445;2380;50;0;0;0;40;10;100;97.3;2;0;0;0;1.6;0.4
1307045;Dieppe;City;New Brunswick;13;7;305;3.5;0;15 to 24;Male;1560;1370;65;0;0;45;15;130;100;87.8;4.2;0;0;2.9;1;8.3
1307045;Dieppe;City;New Brunswick;13;7;305;3.5;0;25 to 34;Male;1560;1460;85;0;10;15;55;15;100;93.6;5.4;0;0.6;1;3.5;1
1307045;Dieppe;City;New Brunswick;13;7;305;3.5;0;55 to 64;Male;1345;1305;40;30;0;0;10;0;100;97;3;2.2;0;0;0.7;0
1307045;Dieppe;City;New Brunswick;13;7;305;3.5;0;35 to 44;Male;1870;1745;100;40;10;20;35;25;100;93.3;5.3;2.1;0.5;1.1;1.9;1.3
1307045;Dieppe;City;New Brunswick;13;7;305;3.5;0;0 to 14;Female;2160;2085;70;0;10;20;50;0;100;96.5;3.2;0;0.5;0.9;2.3;0
1307045;Dieppe;City;New Brunswick;13;7;305;3.5;0;45 to 54;Male;1920;1735;195;95;20;40;35;0;100;90.4;10.2;4.9;1;2.1;1.8;0
1307045;Dieppe;City;New Brunswick;13;7;305;3.5;0;65 to 74;Male;915;895;25;25;0;0;0;0;100;97.8;2.7;2.7;0;0;0;0
1307045;Dieppe;City;New Brunswick;13;7;305;3.5;0;55 to 64;Female;1540;1500;40;25;0;0;0;0;100;97.4;2.6;1.6;0;0;0;0
1307045;Dieppe;City;New Brunswick;13;7;305;3.5;0;65 to 74;Female;1095;1060;35;35;0;0;0;0;100;96.8;3.2;3.2;0;0;0;0
1307045;Dieppe;City;New Brunswick;13;7;305;3.5;0;45 to 54;Female;1870;1710;165;95;10;25;30;0;100;91.4;8.8;5.1;0.5;1.3;1.6;0
1307045;Dieppe;City;New Brunswick;13;7;305;3.5;0;35 to 44;Female;2180;2020;160;40;20;30;65;0;100;92.7;7.3;1.8;0.9;1.4;3;0
1307045;Dieppe;City;New Brunswick;13;7;305;3.5;0;15 to 24;Female;1470;1420;40;0;10;15;15;0;100;96.6;2.7;0;0.7;1;1;0
1307045;Dieppe;City;New Brunswick;13;7;305;3.5;0;25 to 34;Female;1755;1645;95;15;10;20;55;20;100;93.7;5.4;0.9;0.6;1.1;3.1;1.1
1307045;Dieppe;City;New Brunswick;13;7;305;3.5;0;75 years and over;Male;520;500;25;20;0;0;10;0;100;96.2;4.8;3.8;0;0;1.9;0
1307045;Dieppe;City;New Brunswick;13;7;305;3.5;0;75 years and over;Female;660;645;20;15;0;0;0;0;100;97.7;3;2.3;0;0;0;0
1307052;Shediac;Town;New Brunswick;13;7;;3.1;0;0 to 14;Male;400;390;0;0;0;0;0;0;100;97.5;0;0;0;0;0;0
1307052;Shediac;Town;New Brunswick;13;7;;3.1;0;15 to 24;Male;295;290;0;0;0;0;0;0;100;98.3;0;0;0;0;0;0
1307052;Shediac;Town;New Brunswick;13;7;;3.1;0;35 to 44;Male;295;255;30;10;0;0;15;10;100;86.4;10.2;3.4;0;0;5.1;3.4
1307052;Shediac;Town;New Brunswick;13;7;;3.1;0;25 to 34;Male;330;305;10;0;0;0;10;20;100;92.4;3;0;0;0;3;6.1
1307052;Shediac;Town;New Brunswick;13;7;;3.1;0;0 to 14;Female;400;365;25;0;0;0;25;10;100;91.3;6.3;0;0;0;6.3;2.5
1307052;Shediac;Town;New Brunswick;13;7;;3.1;0;45 to 54;Male;400;380;15;10;0;0;0;0;100;95;3.8;2.5;0;0;0;0
1307052;Shediac;Town;New Brunswick;13;7;;3.1;0;65 to 74;Male;460;445;15;15;0;0;0;0;100;96.7;3.3;3.3;0;0;0;0
1307052;Shediac;Town;New Brunswick;13;7;;3.1;0;55 to 64;Male;505;485;15;10;0;0;0;0;100;96;3;2;0;0;0;0
1307052;Shediac;Town;New Brunswick;13;7;;3.1;0;15 to 24;Female;265;245;20;0;20;0;0;0;100;92.5;7.5;0;7.5;0;0;0
1307052;Shediac;Town;New Brunswick;13;7;;3.1;0;55 to 64;Female;575;570;0;0;0;0;0;0;100;99.1;0;0;0;0;0;0
1307052;Shediac;Town;New Brunswick;13;7;;3.1;0;25 to 34;Female;345;300;15;0;0;0;10;30;100;87;4.3;0;0;0;2.9;8.7
1307052;Shediac;Town;New Brunswick;13;7;;3.1;0;35 to 44;Female;365;315;35;0;0;0;25;15;100;86.3;9.6;0;0;0;6.8;4.1
1307052;Shediac;Town;New Brunswick;13;7;;3.1;0;65 to 74;Female;480;475;10;10;0;0;0;0;100;99;2.1;2.1;0;0;0;0
1307052;Shediac;Town;New Brunswick;13;7;;3.1;0;45 to 54;Female;510;475;40;35;10;0;0;0;100;93.1;7.8;6.9;2;0;0;0
1307052;Shediac;Town;New Brunswick;13;7;;3.1;0;75 years and over;Male;255;235;15;15;0;0;0;0;100;92.2;5.9;5.9;0;0;0;0
1307052;Shediac;Town;New Brunswick;13;7;;3.1;0;75 years and over;Female;330;325;0;0;0;0;0;0;100;98.5;0;0;0;0;0;0
1309050;Miramichi;City;New Brunswick;13;9;329;3.5;0;75 years and over;Female;895;845;50;55;0;0;0;0;100;94.4;5.6;6.1;0;0;0;0
1309050;Miramichi;City;New Brunswick;13;9;329;3.5;0;0 to 14;Male;1240;1240;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1309050;Miramichi;City;New Brunswick;13;9;329;3.5;0;45 to 54;Male;1110;1070;35;25;0;0;10;0;100;96.4;3.2;2.3;0;0;0.9;0
1309050;Miramichi;City;New Brunswick;13;9;329;3.5;0;55 to 64;Male;1375;1345;25;10;10;0;0;0;100;97.8;1.8;0.7;0.7;0;0;0
1309050;Miramichi;City;New Brunswick;13;9;329;3.5;0;15 to 24;Male;875;870;10;0;0;0;0;0;100;99.4;1.1;0;0;0;0;0
1309050;Miramichi;City;New Brunswick;13;9;329;3.5;0;65 to 74;Male;1160;1110;45;40;0;0;0;10;100;95.7;3.9;3.4;0;0;0;0.9
1309050;Miramichi;City;New Brunswick;13;9;329;3.5;0;35 to 44;Male;940;905;30;15;10;10;0;0;100;96.3;3.2;1.6;1.1;1.1;0;0
1309050;Miramichi;City;New Brunswick;13;9;329;3.5;0;0 to 14;Female;1220;1210;10;0;0;0;0;0;100;99.2;0.8;0;0;0;0;0
1309050;Miramichi;City;New Brunswick;13;9;329;3.5;0;25 to 34;Male;725;710;15;15;0;0;0;10;100;97.9;2.1;2.1;0;0;0;1.4
1309050;Miramichi;City;New Brunswick;13;9;329;3.5;0;35 to 44;Female;1030;1015;15;10;0;10;0;0;100;98.5;1.5;1;0;1;0;0
1309050;Miramichi;City;New Brunswick;13;9;329;3.5;0;55 to 64;Female;1545;1500;45;30;10;0;10;0;100;97.1;2.9;1.9;0.6;0;0.6;0
1309050;Miramichi;City;New Brunswick;13;9;329;3.5;0;45 to 54;Female;1335;1295;40;15;10;0;15;0;100;97;3;1.1;0.7;0;1.1;0
1309050;Miramichi;City;New Brunswick;13;9;329;3.5;0;25 to 34;Female;845;830;15;10;0;0;0;0;100;98.2;1.8;1.2;0;0;0;0
1309050;Miramichi;City;New Brunswick;13;9;329;3.5;0;65 to 74;Female;1220;1180;35;25;0;0;0;0;100;96.7;2.9;2;0;0;0;0
1309050;Miramichi;City;New Brunswick;13;9;329;3.5;0;15 to 24;Female;980;955;20;0;10;0;10;0;100;97.4;2;0;1;0;1;0
1309050;Miramichi;City;New Brunswick;13;9;329;3.5;0;75 years and over;Male;650;620;30;25;0;10;0;0;100;95.4;4.6;3.8;0;1.5;0;0
1310028;Douglas;Parish;New Brunswick;13;10;320;3;0;0 to 14;Male;570;570;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1310028;Douglas;Parish;New Brunswick;13;10;320;3;0;25 to 34;Male;290;275;10;10;0;0;0;0;100;94.8;3.4;3.4;0;0;0;0
1310028;Douglas;Parish;New Brunswick;13;10;320;3;0;0 to 14;Female;565;560;10;0;10;10;0;0;100;99.1;1.8;0;1.8;1.8;0;0
1310028;Douglas;Parish;New Brunswick;13;10;320;3;0;15 to 24;Male;355;355;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1310028;Douglas;Parish;New Brunswick;13;10;320;3;0;65 to 74;Male;380;360;20;20;0;0;0;0;100;94.7;5.3;5.3;0;0;0;0
1310028;Douglas;Parish;New Brunswick;13;10;320;3;0;35 to 44;Male;415;385;25;10;10;10;0;0;100;92.8;6;2.4;2.4;2.4;0;0
1310028;Douglas;Parish;New Brunswick;13;10;320;3;0;55 to 64;Male;480;445;40;30;0;0;0;0;100;92.7;8.3;6.3;0;0;0;0
1310028;Douglas;Parish;New Brunswick;13;10;320;3;0;45 to 54;Male;485;470;10;15;0;0;0;0;100;96.9;2.1;3.1;0;0;0;0
1310028;Douglas;Parish;New Brunswick;13;10;320;3;0;65 to 74;Female;270;250;20;10;0;0;0;0;100;92.6;7.4;3.7;0;0;0;0
1310028;Douglas;Parish;New Brunswick;13;10;320;3;0;15 to 24;Female;290;280;10;0;0;0;10;0;100;96.6;3.4;0;0;0;3.4;0
1310028;Douglas;Parish;New Brunswick;13;10;320;3;0;55 to 64;Female;550;535;15;10;0;0;0;0;100;97.3;2.7;1.8;0;0;0;0
1310028;Douglas;Parish;New Brunswick;13;10;320;3;0;25 to 34;Female;350;340;10;0;0;0;10;0;100;97.1;2.9;0;0;0;2.9;0
1310028;Douglas;Parish;New Brunswick;13;10;320;3;0;35 to 44;Female;425;400;30;15;0;10;0;0;100;94.1;7.1;3.5;0;2.4;0;0
1310028;Douglas;Parish;New Brunswick;13;10;320;3;0;45 to 54;Female;445;425;20;15;0;10;0;0;100;95.5;4.5;3.4;0;2.2;0;0
1310028;Douglas;Parish;New Brunswick;13;10;320;3;0;75 years and over;Male;105;95;0;10;0;0;0;0;100;90.5;0;9.5;0;0;0;0
1310028;Douglas;Parish;New Brunswick;13;10;320;3;0;75 years and over;Female;165;145;10;10;0;0;0;0;100;87.9;6.1;6.1;0;0;0;0
1310032;Fredericton;City;New Brunswick;13;10;320;4.1;0;75 years and over;Male;1775;1535;235;235;0;0;0;0;100;86.5;13.2;13.2;0;0;0;0
1310032;Fredericton;City;New Brunswick;13;10;320;4.1;0;75 years and over;Female;2315;2060;255;240;10;10;10;0;100;89;11;10.4;0.4;0.4;0.4;0
1310032;Fredericton;City;New Brunswick;13;10;320;4.1;0;0 to 14;Male;4335;3895;370;0;10;55;310;75;100;89.9;8.5;0;0.2;1.3;7.2;1.7
1310032;Fredericton;City;New Brunswick;13;10;320;4.1;0;55 to 64;Male;3370;3015;345;275;20;40;20;10;100;89.5;10.2;8.2;0.6;1.2;0.6;0.3
1310032;Fredericton;City;New Brunswick;13;10;320;4.1;0;25 to 34;Male;4145;3630;300;60;15;75;145;220;100;87.6;7.2;1.4;0.4;1.8;3.5;5.3
1310032;Fredericton;City;New Brunswick;13;10;320;4.1;0;15 to 24;Male;4185;3535;490;30;45;150;255;165;100;84.5;11.7;0.7;1.1;3.6;6.1;3.9
1310032;Fredericton;City;New Brunswick;13;10;320;4.1;0;35 to 44;Male;3460;2910;480;85;60;75;255;75;100;84.1;13.9;2.5;1.7;2.2;7.4;2.2
1310032;Fredericton;City;New Brunswick;13;10;320;4.1;0;45 to 54;Male;3470;2820;625;205;70;115;235;25;100;81.3;18;5.9;2;3.3;6.8;0.7
