Geographic code;Geographic name;Geographic Type;Geographic Name, province or territory;Geographic Code, province or territory;Geographic code, census division;Geographic code, census metropolitan area or census agglomeration;Global non-response rate;Data quality flag;Age;Sex;Total population;Period of immigration - Non-immigrants (2016 counts);Period of immigration - Immigrants (2016 counts);Period of immigration - Before 2001 (2016 counts);Period of immigration - 2001 to 2005 (2016 counts);Period of immigration - 2006 to 2010 (2016 counts);Period of immigration - 2011 to 2016 (2016 counts);Period of immigration - Non-permanent residents (2016 counts);Total population (% distribution 2016);Period of immigration - Non-immigrants (% distribution 2016);Period of immigration - Immigrants (% distribution 2016);Period of immigration - Before 2001 (% distribution 2016);Period of immigration - 2001 to 2005 (% distribution 2016);Period of immigration - 2006 to 2010 (% distribution 2016);Period of immigration - 2011 to 2016 (% distribution 2016);Period of immigration - Non-permanent residents (% distribution 2016)
1212011;Pictou, Subd. C;Subdivision of county municipality;Nova Scotia;12;12;220;8.3;0;35 to 44;Female;470;470;0;10;0;0;0;0;100;100;0;2.1;0;0;0;0
1212011;Pictou, Subd. C;Subdivision of county municipality;Nova Scotia;12;12;220;8.3;0;75 years and over;Male;305;295;0;10;0;0;0;0;100;96.7;0;3.3;0;0;0;0
1212011;Pictou, Subd. C;Subdivision of county municipality;Nova Scotia;12;12;220;8.3;0;75 years and over;Female;355;350;10;10;0;0;0;0;100;98.6;2.8;2.8;0;0;0;0
1212014;New Glasgow;Town;Nova Scotia;12;12;220;3.8;0;75 years and over;Female;530;515;20;15;0;0;0;0;100;97.2;3.8;2.8;0;0;0;0
1212014;New Glasgow;Town;Nova Scotia;12;12;220;3.8;0;0 to 14;Male;680;660;25;0;0;10;15;0;100;97.1;3.7;0;0;1.5;2.2;0
1212014;New Glasgow;Town;Nova Scotia;12;12;220;3.8;0;45 to 54;Male;585;540;40;20;0;20;0;0;100;92.3;6.8;3.4;0;3.4;0;0
1212014;New Glasgow;Town;Nova Scotia;12;12;220;3.8;0;0 to 14;Female;635;625;0;0;0;10;0;10;100;98.4;0;0;0;1.6;0;1.6
1212014;New Glasgow;Town;Nova Scotia;12;12;220;3.8;0;25 to 34;Male;395;375;15;10;0;0;15;10;100;94.9;3.8;2.5;0;0;3.8;2.5
1212014;New Glasgow;Town;Nova Scotia;12;12;220;3.8;0;55 to 64;Male;655;625;25;10;0;10;0;0;100;95.4;3.8;1.5;0;1.5;0;0
1212014;New Glasgow;Town;Nova Scotia;12;12;220;3.8;0;15 to 24;Male;480;455;15;0;0;15;0;0;100;94.8;3.1;0;0;3.1;0;0
1212014;New Glasgow;Town;Nova Scotia;12;12;220;3.8;0;35 to 44;Male;490;440;35;0;0;10;20;10;100;89.8;7.1;0;0;2;4.1;2
1212014;New Glasgow;Town;Nova Scotia;12;12;220;3.8;0;65 to 74;Male;510;495;15;10;0;0;0;0;100;97.1;2.9;2;0;0;0;0
1212014;New Glasgow;Town;Nova Scotia;12;12;220;3.8;0;35 to 44;Female;520;465;50;10;0;15;20;10;100;89.4;9.6;1.9;0;2.9;3.8;1.9
1212014;New Glasgow;Town;Nova Scotia;12;12;220;3.8;0;55 to 64;Female;795;770;25;30;0;0;0;0;100;96.9;3.1;3.8;0;0;0;0
1212014;New Glasgow;Town;Nova Scotia;12;12;220;3.8;0;65 to 74;Female;575;545;30;25;0;0;0;0;100;94.8;5.2;4.3;0;0;0;0
1212014;New Glasgow;Town;Nova Scotia;12;12;220;3.8;0;45 to 54;Female;645;615;30;15;0;15;0;0;100;95.3;4.7;2.3;0;2.3;0;0
1212014;New Glasgow;Town;Nova Scotia;12;12;220;3.8;0;25 to 34;Female;485;465;15;0;0;0;10;0;100;95.9;3.1;0;0;0;2.1;0
1212014;New Glasgow;Town;Nova Scotia;12;12;220;3.8;0;15 to 24;Female;505;480;10;0;0;10;0;15;100;95;2;0;0;2;0;3
1212014;New Glasgow;Town;Nova Scotia;12;12;220;3.8;0;75 years and over;Male;305;275;25;20;0;0;10;0;100;90.2;8.2;6.6;0;0;3.3;0
1214001;Antigonish, Subd. A;Subdivision of county municipality;Nova Scotia;12;14;;4.3;0;0 to 14;Male;710;695;15;0;0;0;0;0;100;97.9;2.1;0;0;0;0;0
1214001;Antigonish, Subd. A;Subdivision of county municipality;Nova Scotia;12;14;;4.3;0;15 to 24;Male;525;530;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1214001;Antigonish, Subd. A;Subdivision of county municipality;Nova Scotia;12;14;;4.3;0;65 to 74;Male;560;500;55;55;0;0;0;0;100;89.3;9.8;9.8;0;0;0;0
1214001;Antigonish, Subd. A;Subdivision of county municipality;Nova Scotia;12;14;;4.3;0;25 to 34;Male;400;380;10;0;0;0;10;0;100;95;2.5;0;0;0;2.5;0
1214001;Antigonish, Subd. A;Subdivision of county municipality;Nova Scotia;12;14;;4.3;0;0 to 14;Female;685;670;10;0;0;10;0;0;100;97.8;1.5;0;0;1.5;0;0
1214001;Antigonish, Subd. A;Subdivision of county municipality;Nova Scotia;12;14;;4.3;0;55 to 64;Male;695;655;45;40;0;10;0;0;100;94.2;6.5;5.8;0;1.4;0;0
1214001;Antigonish, Subd. A;Subdivision of county municipality;Nova Scotia;12;14;;4.3;0;35 to 44;Male;460;435;15;0;0;0;0;10;100;94.6;3.3;0;0;0;0;2.2
1214001;Antigonish, Subd. A;Subdivision of county municipality;Nova Scotia;12;14;;4.3;0;45 to 54;Male;500;455;40;35;0;0;10;0;100;91;8;7;0;0;2;0
1214001;Antigonish, Subd. A;Subdivision of county municipality;Nova Scotia;12;14;;4.3;0;65 to 74;Female;575;505;60;50;0;0;0;0;100;87.8;10.4;8.7;0;0;0;0
1214001;Antigonish, Subd. A;Subdivision of county municipality;Nova Scotia;12;14;;4.3;0;45 to 54;Female;600;570;25;20;0;10;10;0;100;95;4.2;3.3;0;1.7;1.7;0
1214001;Antigonish, Subd. A;Subdivision of county municipality;Nova Scotia;12;14;;4.3;0;15 to 24;Female;410;400;0;0;0;0;0;10;100;97.6;0;0;0;0;0;2.4
1214001;Antigonish, Subd. A;Subdivision of county municipality;Nova Scotia;12;14;;4.3;0;25 to 34;Female;430;415;15;0;10;0;0;0;100;96.5;3.5;0;2.3;0;0;0
1214001;Antigonish, Subd. A;Subdivision of county municipality;Nova Scotia;12;14;;4.3;0;55 to 64;Female;705;675;35;25;0;0;0;0;100;95.7;5;3.5;0;0;0;0
1214001;Antigonish, Subd. A;Subdivision of county municipality;Nova Scotia;12;14;;4.3;0;35 to 44;Female;485;455;30;0;10;10;10;0;100;93.8;6.2;0;2.1;2.1;2.1;0
1214001;Antigonish, Subd. A;Subdivision of county municipality;Nova Scotia;12;14;;4.3;0;75 years and over;Male;255;235;25;20;0;0;0;0;100;92.2;9.8;7.8;0;0;0;0
1214001;Antigonish, Subd. A;Subdivision of county municipality;Nova Scotia;12;14;;4.3;0;75 years and over;Female;265;240;25;25;0;0;0;0;100;90.6;9.4;9.4;0;0;0;0
1214006;Antigonish, Subd. B;Subdivision of county municipality;Nova Scotia;12;14;;5;0;0 to 14;Male;515;510;0;0;0;0;0;10;100;99;0;0;0;0;0;1.9
1214006;Antigonish, Subd. B;Subdivision of county municipality;Nova Scotia;12;14;;5;0;45 to 54;Male;530;510;25;25;0;0;0;0;100;96.2;4.7;4.7;0;0;0;0
1214006;Antigonish, Subd. B;Subdivision of county municipality;Nova Scotia;12;14;;5;0;25 to 34;Male;280;270;10;0;0;0;0;0;100;96.4;3.6;0;0;0;0;0
1214006;Antigonish, Subd. B;Subdivision of county municipality;Nova Scotia;12;14;;5;0;0 to 14;Female;545;530;0;0;0;10;0;0;100;97.2;0;0;0;1.8;0;0
1214006;Antigonish, Subd. B;Subdivision of county municipality;Nova Scotia;12;14;;5;0;15 to 24;Male;345;340;0;0;0;0;0;0;100;98.6;0;0;0;0;0;0
1214006;Antigonish, Subd. B;Subdivision of county municipality;Nova Scotia;12;14;;5;0;35 to 44;Male;360;350;0;0;0;0;0;0;100;97.2;0;0;0;0;0;0
1214006;Antigonish, Subd. B;Subdivision of county municipality;Nova Scotia;12;14;;5;0;65 to 74;Male;405;385;25;20;0;10;0;0;100;95.1;6.2;4.9;0;2.5;0;0
1214006;Antigonish, Subd. B;Subdivision of county municipality;Nova Scotia;12;14;;5;0;55 to 64;Male;505;490;15;10;0;0;10;0;100;97;3;2;0;0;2;0
1214006;Antigonish, Subd. B;Subdivision of county municipality;Nova Scotia;12;14;;5;0;55 to 64;Female;520;495;25;20;0;0;0;0;100;95.2;4.8;3.8;0;0;0;0
1214006;Antigonish, Subd. B;Subdivision of county municipality;Nova Scotia;12;14;;5;0;25 to 34;Female;285;285;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1214006;Antigonish, Subd. B;Subdivision of county municipality;Nova Scotia;12;14;;5;0;15 to 24;Female;370;370;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1214006;Antigonish, Subd. B;Subdivision of county municipality;Nova Scotia;12;14;;5;0;65 to 74;Female;375;355;15;15;0;0;0;0;100;94.7;4;4;0;0;0;0
1214006;Antigonish, Subd. B;Subdivision of county municipality;Nova Scotia;12;14;;5;0;35 to 44;Female;395;385;10;10;0;0;0;0;100;97.5;2.5;2.5;0;0;0;0
1214006;Antigonish, Subd. B;Subdivision of county municipality;Nova Scotia;12;14;;5;0;45 to 54;Female;465;450;10;0;0;10;0;0;100;96.8;2.2;0;0;2.2;0;0
1214006;Antigonish, Subd. B;Subdivision of county municipality;Nova Scotia;12;14;;5;0;75 years and over;Male;195;185;10;10;0;0;0;0;100;94.9;5.1;5.1;0;0;0;0
1214006;Antigonish, Subd. B;Subdivision of county municipality;Nova Scotia;12;14;;5;0;75 years and over;Female;215;205;10;10;0;0;0;0;100;95.3;4.7;4.7;0;0;0;0
1215011;Inverness, Subd. A;Subdivision of county municipality;Nova Scotia;12;15;;4.3;0;0 to 14;Male;270;265;10;0;10;0;0;0;100;98.1;3.7;0;3.7;0;0;0
1215011;Inverness, Subd. A;Subdivision of county municipality;Nova Scotia;12;15;;4.3;0;0 to 14;Female;295;295;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1215011;Inverness, Subd. A;Subdivision of county municipality;Nova Scotia;12;15;;4.3;0;45 to 54;Male;390;370;20;0;0;0;0;0;100;94.9;5.1;0;0;0;0;0
1215011;Inverness, Subd. A;Subdivision of county municipality;Nova Scotia;12;15;;4.3;0;25 to 34;Male;150;150;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1215011;Inverness, Subd. A;Subdivision of county municipality;Nova Scotia;12;15;;4.3;0;65 to 74;Male;465;435;20;15;0;0;10;0;100;93.5;4.3;3.2;0;0;2.2;0
1215011;Inverness, Subd. A;Subdivision of county municipality;Nova Scotia;12;15;;4.3;0;55 to 64;Male;470;445;20;25;0;0;0;0;100;94.7;4.3;5.3;0;0;0;0
1215011;Inverness, Subd. A;Subdivision of county municipality;Nova Scotia;12;15;;4.3;0;35 to 44;Male;220;205;10;0;0;0;0;0;100;93.2;4.5;0;0;0;0;0
1215011;Inverness, Subd. A;Subdivision of county municipality;Nova Scotia;12;15;;4.3;0;15 to 24;Male;230;230;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1215011;Inverness, Subd. A;Subdivision of county municipality;Nova Scotia;12;15;;4.3;0;45 to 54;Female;380;365;15;15;0;0;10;0;100;96.1;3.9;3.9;0;0;2.6;0
1215011;Inverness, Subd. A;Subdivision of county municipality;Nova Scotia;12;15;;4.3;0;65 to 74;Female;445;440;10;10;0;0;0;0;100;98.9;2.2;2.2;0;0;0;0
1215011;Inverness, Subd. A;Subdivision of county municipality;Nova Scotia;12;15;;4.3;0;15 to 24;Female;195;195;0;0;10;0;0;0;100;100;0;0;5.1;0;0;0
1215011;Inverness, Subd. A;Subdivision of county municipality;Nova Scotia;12;15;;4.3;0;25 to 34;Female;200;195;0;0;0;0;0;0;100;97.5;0;0;0;0;0;0
1215011;Inverness, Subd. A;Subdivision of county municipality;Nova Scotia;12;15;;4.3;0;35 to 44;Female;230;220;10;0;0;10;0;0;100;95.7;4.3;0;0;4.3;0;0
1215011;Inverness, Subd. A;Subdivision of county municipality;Nova Scotia;12;15;;4.3;0;55 to 64;Female;505;495;10;0;0;0;0;0;100;98;2;0;0;0;0;0
1215011;Inverness, Subd. A;Subdivision of county municipality;Nova Scotia;12;15;;4.3;0;75 years and over;Male;200;200;0;10;0;0;0;0;100;100;0;5;0;0;0;0
1215011;Inverness, Subd. A;Subdivision of county municipality;Nova Scotia;12;15;;4.3;0;75 years and over;Female;310;275;30;30;0;0;0;0;100;88.7;9.7;9.7;0;0;0;0
1217030;Cape Breton;Regional municipality;Nova Scotia;12;17;225;5.7;0;0 to 14;Male;6270;6220;35;0;0;10;30;10;100;99.2;0.6;0;0;0.2;0.5;0.2
1217030;Cape Breton;Regional municipality;Nova Scotia;12;17;225;5.7;0;25 to 34;Male;4410;4230;65;10;0;10;55;110;100;95.9;1.5;0.2;0;0.2;1.2;2.5
1217030;Cape Breton;Regional municipality;Nova Scotia;12;17;225;5.7;0;35 to 44;Male;4420;4290;100;15;25;10;45;35;100;97.1;2.3;0.3;0.6;0.2;1;0.8
1217030;Cape Breton;Regional municipality;Nova Scotia;12;17;225;5.7;0;45 to 54;Male;6235;6065;170;110;15;25;15;0;100;97.3;2.7;1.8;0.2;0.4;0.2;0
1217030;Cape Breton;Regional municipality;Nova Scotia;12;17;225;5.7;0;15 to 24;Male;5215;5005;35;10;15;10;10;165;100;96;0.7;0.2;0.3;0.2;0.2;3.2
1217030;Cape Breton;Regional municipality;Nova Scotia;12;17;225;5.7;0;55 to 64;Male;8065;7910;145;130;10;10;10;0;100;98.1;1.8;1.6;0.1;0.1;0.1;0
1217030;Cape Breton;Regional municipality;Nova Scotia;12;17;225;5.7;0;65 to 74;Male;6045;5850;200;195;0;0;0;0;100;96.8;3.3;3.2;0;0;0;0
1217030;Cape Breton;Regional municipality;Nova Scotia;12;17;225;5.7;0;0 to 14;Female;6075;6025;15;0;15;0;0;30;100;99.2;0.2;0;0.2;0;0;0.5
1217030;Cape Breton;Regional municipality;Nova Scotia;12;17;225;5.7;0;45 to 54;Female;7215;6995;195;140;0;25;20;25;100;97;2.7;1.9;0;0.3;0.3;0.3
1217030;Cape Breton;Regional municipality;Nova Scotia;12;17;225;5.7;0;15 to 24;Female;4920;4720;40;10;15;10;10;160;100;95.9;0.8;0.2;0.3;0.2;0.2;3.3
1217030;Cape Breton;Regional municipality;Nova Scotia;12;17;225;5.7;0;65 to 74;Female;6555;6395;160;160;0;10;0;0;100;97.6;2.4;2.4;0;0.2;0;0
1217030;Cape Breton;Regional municipality;Nova Scotia;12;17;225;5.7;0;25 to 34;Female;4515;4380;50;25;0;0;25;75;100;97;1.1;0.6;0;0;0.6;1.7
1217030;Cape Breton;Regional municipality;Nova Scotia;12;17;225;5.7;0;35 to 44;Female;5285;5175;75;10;10;10;45;30;100;97.9;1.4;0.2;0.2;0.2;0.9;0.6
1217030;Cape Breton;Regional municipality;Nova Scotia;12;17;225;5.7;0;55 to 64;Female;8875;8760;115;95;10;15;10;0;100;98.7;1.3;1.1;0.1;0.2;0.1;0
1217030;Cape Breton;Regional municipality;Nova Scotia;12;17;225;5.7;0;75 years and over;Male;3385;3270;120;120;0;0;0;0;100;96.6;3.5;3.5;0;0;0;0
1217030;Cape Breton;Regional municipality;Nova Scotia;12;17;225;5.7;0;75 years and over;Female;5070;4910;160;160;0;0;0;0;100;96.8;3.2;3.2;0;0;0;0
1301006;Saint John;City;New Brunswick;13;1;310;6.1;0;75 years and over;Male;1945;1750;195;190;0;0;0;0;100;90;10;9.8;0;0;0;0
1301006;Saint John;City;New Brunswick;13;1;310;6.1;0;75 years and over;Female;2770;2585;190;185;10;0;10;0;100;93.3;6.9;6.7;0.4;0;0.4;0
1301006;Saint John;City;New Brunswick;13;1;310;6.1;0;0 to 14;Male;5095;4805;255;0;0;15;240;35;100;94.3;5;0;0;0.3;4.7;0.7
1301006;Saint John;City;New Brunswick;13;1;310;6.1;0;35 to 44;Male;3855;3520;295;75;30;65;120;40;100;91.3;7.7;1.9;0.8;1.7;3.1;1
1301006;Saint John;City;New Brunswick;13;1;310;6.1;0;55 to 64;Male;4625;4390;230;160;20;30;20;0;100;94.9;5;3.5;0.4;0.6;0.4;0
1301006;Saint John;City;New Brunswick;13;1;310;6.1;0;25 to 34;Male;4135;3725;260;30;45;40;145;150;100;90.1;6.3;0.7;1.1;1;3.5;3.6
1301006;Saint John;City;New Brunswick;13;1;310;6.1;0;15 to 24;Male;3890;3480;250;20;20;80;130;165;100;89.5;6.4;0.5;0.5;2.1;3.3;4.2
1301006;Saint John;City;New Brunswick;13;1;310;6.1;0;65 to 74;Male;3125;2960;165;155;0;10;0;0;100;94.7;5.3;5;0;0.3;0;0
1301006;Saint John;City;New Brunswick;13;1;310;6.1;0;0 to 14;Female;4920;4610;275;0;0;30;245;35;100;93.7;5.6;0;0;0.6;5;0.7
1301006;Saint John;City;New Brunswick;13;1;310;6.1;0;45 to 54;Male;4495;4110;365;150;30;55;125;20;100;91.4;8.1;3.3;0.7;1.2;2.8;0.4
1301006;Saint John;City;New Brunswick;13;1;310;6.1;0;55 to 64;Female;5405;5150;255;205;20;15;20;0;100;95.3;4.7;3.8;0.4;0.3;0.4;0
1301006;Saint John;City;New Brunswick;13;1;310;6.1;0;15 to 24;Female;3890;3685;145;20;35;35;55;70;100;94.7;3.7;0.5;0.9;0.9;1.4;1.8
1301006;Saint John;City;New Brunswick;13;1;310;6.1;0;65 to 74;Female;3670;3470;200;200;0;0;0;0;100;94.6;5.4;5.4;0;0;0;0
1301006;Saint John;City;New Brunswick;13;1;310;6.1;0;25 to 34;Female;4270;3935;245;30;20;35;155;85;100;92.2;5.7;0.7;0.5;0.8;3.6;2
1301006;Saint John;City;New Brunswick;13;1;310;6.1;0;35 to 44;Female;4290;3875;385;80;25;90;190;35;100;90.3;9;1.9;0.6;2.1;4.4;0.8
1301006;Saint John;City;New Brunswick;13;1;310;6.1;0;45 to 54;Female;5080;4700;370;190;35;50;100;0;100;92.5;7.3;3.7;0.7;1;2;0
1303008;Lincoln;Parish;New Brunswick;13;3;320;4.1;0;0 to 14;Male;635;640;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1303008;Lincoln;Parish;New Brunswick;13;3;320;4.1;0;65 to 74;Male;275;260;10;15;0;0;0;0;100;94.5;3.6;5.5;0;0;0;0
1303008;Lincoln;Parish;New Brunswick;13;3;320;4.1;0;25 to 34;Male;590;565;20;15;10;0;0;10;100;95.8;3.4;2.5;1.7;0;0;1.7
1303008;Lincoln;Parish;New Brunswick;13;3;320;4.1;0;0 to 14;Female;600;600;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1303008;Lincoln;Parish;New Brunswick;13;3;320;4.1;0;45 to 54;Male;640;605;30;25;0;10;0;0;100;94.5;4.7;3.9;0;1.6;0;0
1303008;Lincoln;Parish;New Brunswick;13;3;320;4.1;0;35 to 44;Male;405;395;10;10;0;0;0;0;100;97.5;2.5;2.5;0;0;0;0
1303008;Lincoln;Parish;New Brunswick;13;3;320;4.1;0;15 to 24;Male;445;445;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1303008;Lincoln;Parish;New Brunswick;13;3;320;4.1;0;55 to 64;Male;455;440;15;15;0;0;0;0;100;96.7;3.3;3.3;0;0;0;0
1303008;Lincoln;Parish;New Brunswick;13;3;320;4.1;0;35 to 44;Female;525;505;20;10;0;10;0;0;100;96.2;3.8;1.9;0;1.9;0;0
1303008;Lincoln;Parish;New Brunswick;13;3;320;4.1;0;25 to 34;Female;570;555;10;0;0;0;0;0;100;97.4;1.8;0;0;0;0;0
1303008;Lincoln;Parish;New Brunswick;13;3;320;4.1;0;15 to 24;Female;320;320;10;0;0;10;0;0;100;100;3.1;0;0;3.1;0;0
1303008;Lincoln;Parish;New Brunswick;13;3;320;4.1;0;45 to 54;Female;710;680;30;30;0;0;0;0;100;95.8;4.2;4.2;0;0;0;0
1303008;Lincoln;Parish;New Brunswick;13;3;320;4.1;0;55 to 64;Female;460;435;20;20;0;0;0;0;100;94.6;4.3;4.3;0;0;0;0
1303008;Lincoln;Parish;New Brunswick;13;3;320;4.1;0;65 to 74;Female;225;210;15;10;0;0;0;0;100;93.3;6.7;4.4;0;0;0;0
1303008;Lincoln;Parish;New Brunswick;13;3;320;4.1;0;75 years and over;Male;120;110;10;10;10;0;0;0;100;91.7;8.3;8.3;8.3;0;0;0
1303008;Lincoln;Parish;New Brunswick;13;3;320;4.1;0;75 years and over;Female;170;160;10;0;0;0;0;0;100;94.1;5.9;0;0;0;0;0
1303011;Burton;Parish;New Brunswick;13;3;;3;0;15 to 24;Female;275;275;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1303011;Burton;Parish;New Brunswick;13;3;;3;0;35 to 44;Female;320;305;10;10;0;0;0;0;100;95.3;3.1;3.1;0;0;0;0
1303011;Burton;Parish;New Brunswick;13;3;;3;0;25 to 34;Female;365;355;10;0;0;0;0;0;100;97.3;2.7;0;0;0;0;0
1303011;Burton;Parish;New Brunswick;13;3;;3;0;55 to 64;Female;390;375;15;10;0;0;0;10;100;96.2;3.8;2.6;0;0;0;2.6
1303011;Burton;Parish;New Brunswick;13;3;;3;0;45 to 54;Female;425;400;20;20;0;0;0;0;100;94.1;4.7;4.7;0;0;0;0
1303011;Burton;Parish;New Brunswick;13;3;;3;0;65 to 74;Female;220;215;0;10;0;0;0;0;100;97.7;0;4.5;0;0;0;0
1303011;Burton;Parish;New Brunswick;13;3;;3;0;75 years and over;Male;100;100;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1303011;Burton;Parish;New Brunswick;13;3;;3;0;75 years and over;Female;120;110;10;10;0;0;0;0;100;91.7;8.3;8.3;0;0;0;0
1303011;Burton;Parish;New Brunswick;13;3;;3;0;0 to 14;Male;480;480;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1303011;Burton;Parish;New Brunswick;13;3;;3;0;15 to 24;Male;285;285;0;0;0;0;0;10;100;100;0;0;0;0;0;3.5
1303011;Burton;Parish;New Brunswick;13;3;;3;0;35 to 44;Male;345;340;0;0;0;0;0;0;100;98.6;0;0;0;0;0;0
1303011;Burton;Parish;New Brunswick;13;3;;3;0;55 to 64;Male;365;360;10;0;10;0;0;0;100;98.6;2.7;0;2.7;0;0;0
1303011;Burton;Parish;New Brunswick;13;3;;3;0;25 to 34;Male;370;360;10;10;0;0;0;0;100;97.3;2.7;2.7;0;0;0;0
1303011;Burton;Parish;New Brunswick;13;3;;3;0;0 to 14;Female;410;405;0;0;0;0;0;0;100;98.8;0;0;0;0;0;0
1303011;Burton;Parish;New Brunswick;13;3;;3;0;45 to 54;Male;415;410;10;10;0;0;0;0;100;98.8;2.4;2.4;0;0;0;0
1303011;Burton;Parish;New Brunswick;13;3;;3;0;65 to 74;Male;225;220;0;0;0;0;0;0;100;97.8;0;0;0;0;0;0
1303012;Oromocto;Town;New Brunswick;13;3;;4.3;100;0 to 14;Male;1020;1020;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1303012;Oromocto;Town;New Brunswick;13;3;;4.3;100;45 to 54;Male;520;480;40;40;0;10;0;0;100;92.3;7.7;7.7;0;1.9;0;0
1303012;Oromocto;Town;New Brunswick;13;3;;4.3;100;25 to 34;Male;1060;1035;30;25;10;0;0;0;100;97.6;2.8;2.4;0.9;0;0;0
1303012;Oromocto;Town;New Brunswick;13;3;;4.3;100;55 to 64;Male;315;300;20;10;0;0;10;0;100;95.2;6.3;3.2;0;0;3.2;0
1303012;Oromocto;Town;New Brunswick;13;3;;4.3;100;15 to 24;Male;620;610;0;0;0;0;0;10;100;98.4;0;0;0;0;0;1.6
1303012;Oromocto;Town;New Brunswick;13;3;;4.3;100;35 to 44;Male;640;615;25;20;0;0;0;0;100;96.1;3.9;3.1;0;0;0;0
1303012;Oromocto;Town;New Brunswick;13;3;;4.3;100;0 to 14;Female;915;915;0;0;10;0;0;0;100;100;0;0;1.1;0;0;0
1303012;Oromocto;Town;New Brunswick;13;3;;4.3;100;65 to 74;Male;190;175;15;15;0;0;0;0;100;92.1;7.9;7.9;0;0;0;0
1303012;Oromocto;Town;New Brunswick;13;3;;4.3;100;15 to 24;Female;530;510;15;10;10;0;0;0;100;96.2;2.8;1.9;1.9;0;0;0
1303012;Oromocto;Town;New Brunswick;13;3;;4.3;100;65 to 74;Female;295;260;35;35;0;0;0;0;100;88.1;11.9;11.9;0;0;0;0
1303012;Oromocto;Town;New Brunswick;13;3;;4.3;100;55 to 64;Female;325;295;35;30;0;0;0;0;100;90.8;10.8;9.2;0;0;0;0
1303012;Oromocto;Town;New Brunswick;13;3;;4.3;100;35 to 44;Female;665;635;30;20;10;0;0;0;100;95.5;4.5;3;1.5;0;0;0
1303012;Oromocto;Town;New Brunswick;13;3;;4.3;100;45 to 54;Female;420;395;25;20;0;0;0;0;100;94;6;4.8;0;0;0;0
1303012;Oromocto;Town;New Brunswick;13;3;;4.3;100;25 to 34;Female;740;700;25;20;0;0;0;10;100;94.6;3.4;2.7;0;0;0;1.4
1303012;Oromocto;Town;New Brunswick;13;3;;4.3;100;75 years and over;Male;140;130;15;10;0;0;0;0;100;92.9;10.7;7.1;0;0;0;0
1303012;Oromocto;Town;New Brunswick;13;3;;4.3;100;75 years and over;Female;210;190;20;20;0;0;0;0;100;90.5;9.5;9.5;0;0;0;0
1305045;Rothesay;Town;New Brunswick;13;5;310;1.5;0;75 years and over;Female;455;400;60;45;0;0;10;0;100;87.9;13.2;9.9;0;0;2.2;0
1305045;Rothesay;Town;New Brunswick;13;5;310;1.5;0;0 to 14;Male;1005;970;25;0;0;10;20;10;100;96.5;2.5;0;0;1;2;1
1305045;Rothesay;Town;New Brunswick;13;5;310;1.5;0;15 to 24;Male;775;730;40;10;0;10;20;10;100;94.2;5.2;1.3;0;1.3;2.6;1.3
1305045;Rothesay;Town;New Brunswick;13;5;310;1.5;0;25 to 34;Male;530;515;10;10;0;0;0;0;100;97.2;1.9;1.9;0;0;0;0
1305045;Rothesay;Town;New Brunswick;13;5;310;1.5;0;55 to 64;Male;795;740;55;50;10;0;0;0;100;93.1;6.9;6.3;1.3;0;0;0
1305045;Rothesay;Town;New Brunswick;13;5;310;1.5;0;45 to 54;Male;855;770;75;25;10;10;35;10;100;90.1;8.8;2.9;1.2;1.2;4.1;1.2
1305045;Rothesay;Town;New Brunswick;13;5;310;1.5;0;65 to 74;Male;620;535;85;85;0;0;0;0;100;86.3;13.7;13.7;0;0;0;0
1305045;Rothesay;Town;New Brunswick;13;5;310;1.5;0;35 to 44;Male;670;625;45;15;0;15;10;0;100;93.3;6.7;2.2;0;2.2;1.5;0
1305045;Rothesay;Town;New Brunswick;13;5;310;1.5;0;0 to 14;Female;990;940;45;0;0;0;35;0;100;94.9;4.5;0;0;0;3.5;0
1305045;Rothesay;Town;New Brunswick;13;5;310;1.5;0;25 to 34;Female;585;565;20;0;0;0;15;0;100;96.6;3.4;0;0;0;2.6;0
1305045;Rothesay;Town;New Brunswick;13;5;310;1.5;0;65 to 74;Female;630;570;60;65;0;0;0;0;100;90.5;9.5;10.3;0;0;0;0
1305045;Rothesay;Town;New Brunswick;13;5;310;1.5;0;55 to 64;Female;900;850;60;45;10;0;0;0;100;94.4;6.7;5;1.1;0;0;0
1305045;Rothesay;Town;New Brunswick;13;5;310;1.5;0;15 to 24;Female;680;660;20;10;0;0;10;0;100;97.1;2.9;1.5;0;0;1.5;0
1305045;Rothesay;Town;New Brunswick;13;5;310;1.5;0;45 to 54;Female;1000;925;70;45;10;0;20;10;100;92.5;7;4.5;1;0;2;1
